Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,SalePrice
781,20,RL,63.0,7875,Pave,,Reg,Lvl,AllPub,176000
782,60,RL,65.0,7153,Pave,,Reg,Lvl,AllPub,175900
783,20,RL,67.0,16285,Pave,,IR2,Lvl,AllPub,187100
784,85,RL,,9101,Pave,,IR1,Lvl,AllPub,165500
785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,128000
786,20,RL,,9790,Pave,,Reg,Lvl,AllPub,161500
787,50,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,139000
788,60,RL,76.0,10142,Pave,,IR1,Lvl,AllPub,233000
789,20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,107900
790,60,RL,,12205,Pave,,IR1,Low,AllPub,187500
791,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,160200
792,80,RL,,11333,Pave,,IR1,Lvl,AllPub,146800
793,60,RL,92.0,9920,Pave,,IR1,Lvl,AllPub,269790
794,20,RL,76.0,9158,Pave,,Reg,Lvl,AllPub,225000
795,60,RL,,10832,Pave,,IR1,Lvl,AllPub,194500
796,60,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,171000
797,20,RL,71.0,8197,Pave,,Reg,Lvl,AllPub,143500
798,20,RL,57.0,7677,Pave,,Reg,Lvl,AllPub,110000
799,60,RL,104.0,13518,Pave,,Reg,Lvl,AllPub,485000
800,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,175000
801,60,RL,79.0,12798,Pave,,IR1,HLS,AllPub,200000
802,30,RM,40.0,4800,Pave,,Reg,Lvl,AllPub,109900
803,60,RL,63.0,8199,Pave,,Reg,Lvl,AllPub,189000
804,60,RL,107.0,13891,Pave,,Reg,Lvl,AllPub,582933
805,20,RL,75.0,9000,Pave,,Reg,Lvl,AllPub,118000
806,20,RL,91.0,12274,Pave,,IR1,Lvl,AllPub,227680
807,80,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,135500
808,70,RL,144.0,21384,Pave,,Reg,Lvl,AllPub,223500
809,80,RL,85.0,13400,Pave,,Reg,Lvl,AllPub,159950
810,75,RM,90.0,8100,Pave,,Reg,Lvl,AllPub,106000
811,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,181000
812,120,RM,,4438,Pave,,Reg,Lvl,AllPub,144500
813,20,C (all),66.0,8712,Grvl,,Reg,Bnk,AllPub,55993
814,20,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,157900
815,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,116000
816,20,RL,48.0,12137,Pave,,IR2,Lvl,AllPub,224900
817,20,RL,,11425,Pave,,IR1,Lvl,AllPub,137000
818,20,RL,,13265,Pave,,IR1,Lvl,AllPub,271000
819,80,RL,80.0,8816,Pave,,Reg,Lvl,AllPub,155000
820,120,RL,44.0,6371,Pave,,IR1,Lvl,AllPub,224000
821,60,RL,72.0,7226,Pave,,IR1,Lvl,AllPub,183000
822,20,RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,93000
823,60,RL,,12394,Pave,,IR1,Lvl,AllPub,225000
824,50,RL,60.0,9900,Pave,,Reg,Lvl,AllPub,139500
825,20,FV,81.0,11216,Pave,,Reg,Lvl,AllPub,232600
826,20,RL,114.0,14803,Pave,,Reg,Lvl,AllPub,385000
827,45,RM,50.0,6130,Pave,,Reg,Lvl,AllPub,109500
828,20,RL,65.0,8529,Pave,,IR1,Lvl,AllPub,189000
829,60,RL,,28698,Pave,,IR2,Low,AllPub,185000
830,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,147400
831,20,RL,80.0,11900,Pave,,IR1,Lvl,AllPub,166000
832,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,151000
833,60,RL,44.0,9548,Pave,,IR1,Lvl,AllPub,237000
834,20,RL,100.0,10004,Pave,,Reg,Lvl,AllPub,167000
835,20,RL,75.0,7875,Pave,,Reg,Lvl,AllPub,139950
836,20,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,128000
837,30,RM,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,153500
838,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,100000
839,20,RL,75.0,9525,Pave,,Reg,Lvl,AllPub,144000
840,50,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,130500
841,70,RH,,12155,Pave,,IR1,Lvl,AllPub,140000
842,70,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,157500
843,80,RL,82.0,9020,Pave,,Reg,Lvl,AllPub,174900
844,90,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,141000
845,50,RM,100.0,12665,Pave,Grvl,IR1,Lvl,AllPub,153900
846,85,RL,,16647,Pave,,IR1,Lvl,AllPub,171000
847,60,RL,75.0,9317,Pave,,Reg,Lvl,AllPub,213000
848,20,RL,36.0,15523,Pave,,IR1,Lvl,AllPub,133500
849,50,RL,75.0,45600,Pave,,IR2,Bnk,AllPub,240000
850,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,187000
851,120,RM,36.0,4435,Pave,,Reg,Lvl,AllPub,131500
852,120,RL,,3196,Pave,,Reg,Lvl,AllPub,215000
853,75,RL,53.0,7128,Pave,,Reg,Lvl,AllPub,164000
854,80,RL,,12095,Pave,,IR1,Lvl,AllPub,158000
855,20,RL,102.0,17920,Pave,,Reg,Lvl,AllPub,170000
856,20,RL,,6897,Pave,,IR1,Lvl,AllPub,127000
857,80,RL,,10970,Pave,,IR1,Low,AllPub,147000
858,60,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,174000
859,20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,152000
860,60,RL,,11029,Pave,,IR1,Lvl,AllPub,250000
861,50,RL,55.0,7642,Pave,,Reg,Lvl,AllPub,189950
862,190,RL,75.0,11625,Pave,,Reg,Lvl,AllPub,131500
863,20,RL,81.0,9672,Pave,,Reg,Lvl,AllPub,152000
864,20,RL,70.0,7931,Pave,,Reg,Lvl,AllPub,132500
865,20,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,250580
866,20,RL,,8750,Pave,,IR1,Lvl,AllPub,148500
867,20,RL,67.0,10656,Pave,,IR1,HLS,AllPub,248900
868,20,RL,85.0,6970,Pave,,Reg,Lvl,AllPub,129000
869,60,RL,,14762,Pave,,IR2,Lvl,AllPub,169000
870,60,RL,80.0,9938,Pave,,Reg,Lvl,AllPub,236000
871,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,109500
872,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,200500
873,20,RL,74.0,8892,Pave,,Reg,Lvl,AllPub,116000
874,40,RL,60.0,12144,Pave,,Reg,Lvl,AllPub,133000
875,50,RM,52.0,5720,Pave,,Reg,Lvl,AllPub,66500
876,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,303477
877,20,RL,94.0,25286,Pave,,Reg,HLS,AllPub,132250
878,60,RL,74.0,8834,Pave,,Reg,Lvl,AllPub,350000
879,85,RL,88.0,11782,Pave,,IR1,Lvl,AllPub,148000
880,20,RL,,7000,Pave,,IR1,Lvl,AllPub,136500
881,20,RL,60.0,7024,Pave,,Reg,Lvl,AllPub,157000
882,50,RL,44.0,13758,Pave,,IR1,Lvl,AllPub,187500
883,60,RL,,9636,Pave,,IR1,Lvl,AllPub,178000
884,75,RL,60.0,6204,Pave,,Reg,Bnk,AllPub,118500
885,20,RL,65.0,7150,Pave,,Reg,Lvl,AllPub,100000
886,120,FV,50.0,5119,Pave,,IR1,Lvl,AllPub,328900
887,90,RL,70.0,8393,Pave,,Reg,Lvl,AllPub,145000
888,50,RL,59.0,16466,Pave,,IR1,Lvl,AllPub,135500
889,20,RL,95.0,15865,Pave,,IR1,Lvl,AllPub,268000
890,20,RL,128.0,12160,Pave,,Reg,Lvl,AllPub,149500
891,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,122900
892,60,RL,70.0,11184,Pave,,Reg,Lvl,AllPub,172500
893,20,RL,70.0,8414,Pave,,Reg,Lvl,AllPub,154500
894,20,RL,,13284,Pave,,Reg,Lvl,AllPub,165000
895,90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,118858
896,60,RL,71.0,7056,Pave,,Reg,Lvl,AllPub,140000
897,30,RM,50.0,8765,Pave,Grvl,Reg,Lvl,AllPub,106500
898,90,RL,64.0,7018,Pave,,Reg,Lvl,AllPub,142953
899,20,RL,100.0,12919,Pave,,IR1,Lvl,AllPub,611657
900,20,RL,65.0,6993,Pave,,Reg,Lvl,AllPub,135000
901,20,RL,,7340,Pave,,IR1,Lvl,AllPub,110000
902,20,RL,64.0,8712,Pave,,IR1,Lvl,AllPub,153000
903,60,RL,63.0,7875,Pave,,Reg,Lvl,AllPub,180000
904,20,RL,50.0,14859,Pave,,IR1,HLS,AllPub,240000
905,20,RL,,6173,Pave,,IR1,Lvl,AllPub,125500
906,20,RL,80.0,9920,Pave,,Reg,Lvl,AllPub,128000
907,20,RL,116.0,13501,Pave,,IR1,Lvl,AllPub,255000
908,50,RL,86.0,11500,Pave,,IR1,Lvl,AllPub,250000
909,20,RL,,8885,Pave,,IR1,Low,AllPub,131000
910,60,RL,149.0,12589,Pave,,IR2,Lvl,AllPub,174000
911,90,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,154300
912,20,RL,,9286,Pave,,IR1,Lvl,AllPub,143500
913,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,88000
914,90,RH,82.0,6270,Pave,,Reg,HLS,AllPub,145000
915,160,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,173733
916,160,RM,21.0,2001,Pave,,Reg,Lvl,AllPub,75000
917,20,C (all),50.0,9000,Pave,,Reg,Lvl,AllPub,35311
918,20,RL,,17140,Pave,,Reg,Lvl,AllPub,135000
919,60,RL,103.0,13125,Pave,,IR1,Lvl,AllPub,238000
920,20,RL,87.0,11029,Pave,,IR1,Lvl,AllPub,176500
921,60,RL,70.0,8462,Pave,,IR1,Lvl,AllPub,201000
922,90,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,145900
923,20,RL,65.0,10237,Pave,,Reg,Lvl,AllPub,169990
924,120,RL,50.0,8012,Pave,,Reg,Lvl,AllPub,193000
925,20,RL,79.0,10240,Pave,,Reg,Lvl,AllPub,207500
926,20,RL,,15611,Pave,,IR1,Lvl,AllPub,175000
927,60,RL,93.0,11999,Pave,,Reg,Lvl,AllPub,285000
928,60,RL,,9900,Pave,,Reg,Lvl,AllPub,176000
929,20,RL,,11838,Pave,,Reg,Lvl,AllPub,236500
930,60,RL,,13006,Pave,,IR1,Lvl,AllPub,222000
931,20,RL,73.0,8925,Pave,,IR1,HLS,AllPub,201000
932,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,117500
933,20,RL,84.0,11670,Pave,,IR1,Lvl,AllPub,320000
934,20,RL,63.0,8487,Pave,,Reg,Lvl,AllPub,190000
935,20,RL,313.0,27650,Pave,,IR2,HLS,AllPub,242000
936,30,RL,52.0,5825,Pave,,IR1,Lvl,AllPub,79900
937,20,RL,67.0,10083,Pave,,Reg,Lvl,AllPub,184900
938,60,RL,75.0,9675,Pave,,Reg,Lvl,AllPub,253000
939,60,RL,73.0,8760,Pave,,Reg,Lvl,AllPub,239799
940,70,RL,,24090,Pave,,Reg,Lvl,AllPub,244400
941,90,RL,55.0,12640,Pave,,IR1,Lvl,AllPub,150900
942,60,RL,,8755,Pave,,IR1,Lvl,AllPub,214000
943,90,RL,42.0,7711,Pave,,IR1,Lvl,AllPub,150000
944,90,RL,100.0,25000,Pave,,Reg,Low,AllPub,143000
945,20,RL,,14375,Pave,,IR1,Lvl,NoSeWa,137500
946,50,RM,98.0,8820,Pave,,Reg,Lvl,AllPub,124900
947,80,RL,70.0,8163,Pave,,Reg,Lvl,AllPub,143000
948,20,RL,85.0,14536,Pave,,Reg,Lvl,AllPub,270000
949,60,RL,65.0,14006,Pave,,IR1,Lvl,AllPub,192500
950,20,RL,78.0,9360,Pave,,Reg,Lvl,AllPub,197500
951,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,129000
952,20,RH,60.0,7800,Pave,,Reg,Lvl,AllPub,119900
953,85,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,133900
954,60,RL,,11075,Pave,,IR1,Lvl,AllPub,172000
955,90,RL,35.0,9400,Pave,,IR1,Lvl,AllPub,127500
956,90,RH,82.0,7136,Pave,,IR1,HLS,AllPub,145000
957,160,RM,24.0,1300,Pave,,Reg,Lvl,AllPub,124000
958,20,RL,70.0,7420,Pave,,Reg,Lvl,AllPub,132000
959,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,185000
960,160,FV,24.0,2572,Pave,,Reg,Lvl,AllPub,155000
961,20,RL,50.0,7207,Pave,,IR1,Lvl,AllPub,116500
962,60,RL,,12227,Pave,,IR1,Lvl,AllPub,272000
963,160,RL,24.0,2308,Pave,,Reg,Lvl,AllPub,155000
964,20,RL,122.0,11923,Pave,,IR1,Lvl,AllPub,239000
965,60,RL,80.0,11316,Pave,,Reg,Lvl,AllPub,214900
966,60,RL,65.0,10237,Pave,,Reg,Lvl,AllPub,178900
967,50,RL,130.0,9600,Pave,,IR1,HLS,AllPub,160000
968,20,RL,,7390,Pave,,IR1,Lvl,AllPub,135000
969,50,RM,50.0,5925,Pave,,Reg,Lvl,AllPub,37900
970,190,RL,75.0,10382,Pave,,Reg,Lvl,AllPub,140000
971,50,RL,60.0,10800,Pave,,Reg,Lvl,AllPub,135000
972,160,RL,36.0,2268,Pave,,Reg,Lvl,AllPub,173000
973,120,RL,55.0,7892,Pave,,Reg,Lvl,AllPub,99500
974,20,FV,95.0,11639,Pave,,Reg,Lvl,AllPub,182000
975,70,RL,60.0,11414,Pave,,IR1,Lvl,AllPub,167500
976,160,FV,,2651,Pave,,Reg,Lvl,AllPub,165000
977,30,RL,51.0,5900,Pave,,IR1,Bnk,AllPub,85500
978,120,FV,35.0,4274,Pave,Pave,IR1,Lvl,AllPub,199900
979,20,RL,68.0,9450,Pave,,Reg,Bnk,AllPub,110000
980,20,RL,80.0,8816,Pave,,Reg,Lvl,AllPub,139000
981,85,RL,,12122,Pave,,IR1,Lvl,AllPub,178400
982,60,RL,98.0,12203,Pave,,IR1,Lvl,AllPub,336000
983,20,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,159895
984,60,RL,,11250,Pave,,Reg,Lvl,AllPub,255900
985,90,RL,75.0,10125,Pave,,Reg,Lvl,AllPub,126000
986,190,RL,68.0,10880,Pave,,Reg,Lvl,AllPub,125000
987,50,RM,59.0,5310,Pave,,Reg,Lvl,AllPub,117000
988,20,RL,83.0,10159,Pave,,IR1,Lvl,AllPub,395192
989,60,RL,,12046,Pave,,IR1,Lvl,AllPub,195000
990,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,197000
991,60,RL,82.0,9452,Pave,,Reg,Lvl,AllPub,348000
992,70,RM,121.0,17671,Pave,Grvl,Reg,Lvl,AllPub,168000
993,60,RL,80.0,9760,Pave,,Reg,Lvl,AllPub,187000
994,60,RL,68.0,8846,Pave,,Reg,Lvl,AllPub,173900
995,20,RL,96.0,12456,Pave,,Reg,Lvl,AllPub,337500
996,50,RL,51.0,4712,Pave,,IR1,Lvl,AllPub,121600
997,20,RL,,10659,Pave,,IR1,Lvl,AllPub,136500
998,20,RL,,11717,Pave,,IR1,Lvl,AllPub,185000
999,30,RM,60.0,9786,Pave,,Reg,Lvl,AllPub,91000
1000,20,RL,64.0,6762,Pave,,Reg,Lvl,AllPub,206000
1001,20,RL,74.0,10206,Pave,,Reg,Lvl,AllPub,82000
1002,30,RL,60.0,5400,Pave,,Reg,Lvl,AllPub,86000
1003,20,RL,75.0,11957,Pave,,IR1,Lvl,AllPub,232000
1004,90,RL,,11500,Pave,,IR1,Lvl,AllPub,136905
1005,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,181000
1006,80,RL,65.0,8385,Pave,,Reg,Lvl,AllPub,149900
1007,20,RL,,12155,Pave,,IR3,Lvl,AllPub,163500
1008,160,RM,21.0,2217,Pave,,Reg,Lvl,AllPub,88000
1009,20,RL,43.0,12118,Pave,,IR1,Lvl,AllPub,240000
1010,50,RL,60.0,6000,Pave,,Reg,Lvl,AllPub,102000
1011,50,RL,115.0,21286,Pave,,Reg,Lvl,AllPub,135000
1012,90,RL,75.0,9825,Pave,,Reg,Lvl,AllPub,100000
1013,70,RL,55.0,10592,Pave,,Reg,Lvl,AllPub,165000
1014,30,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,85000
1015,20,RL,60.0,11664,Pave,,Reg,Lvl,AllPub,119200
1016,60,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,227000
1017,20,RL,73.0,11883,Pave,,Reg,Lvl,AllPub,203000
1018,120,RL,,5814,Pave,,IR1,Lvl,AllPub,187500
1019,80,RL,,10784,Pave,,IR1,Lvl,AllPub,160000
1020,120,RL,43.0,3013,Pave,,Reg,Lvl,AllPub,213490
1021,20,RL,60.0,7024,Pave,,Reg,Lvl,AllPub,176000
1022,20,RL,64.0,7406,Pave,,Reg,Lvl,AllPub,194000
1023,50,RM,52.0,9439,Pave,,Reg,Lvl,AllPub,87000
1024,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,191000
1025,20,RL,,15498,Pave,,IR1,Lvl,AllPub,287000
1026,20,RL,70.0,7700,Pave,,Reg,Lvl,AllPub,112500
1027,20,RL,73.0,9300,Pave,,Reg,Lvl,AllPub,167500
1028,20,RL,71.0,9520,Pave,,IR1,HLS,AllPub,293077
1029,50,RL,79.0,9492,Pave,,Reg,Lvl,AllPub,105000
1030,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,118000
1031,190,RH,,7082,Pave,,Reg,Lvl,AllPub,160000
1032,75,RL,102.0,15863,Pave,,Reg,Lvl,AllPub,197000
1033,60,RL,,14541,Pave,,IR1,Lvl,AllPub,310000
1034,20,RL,,8125,Pave,,Reg,Lvl,AllPub,230000
1035,30,RL,50.0,6305,Pave,,Reg,Bnk,AllPub,119750
1036,20,RL,,11500,Pave,,IR1,Lvl,AllPub,84000
1037,20,RL,89.0,12898,Pave,,IR1,HLS,AllPub,315500
1038,60,RL,,9240,Pave,,Reg,Lvl,AllPub,287000
1039,160,RM,21.0,1533,Pave,,Reg,Lvl,AllPub,97000
1040,180,RM,21.0,1477,Pave,,Reg,Lvl,AllPub,80000
1041,20,RL,88.0,13125,Pave,,Reg,Lvl,AllPub,155000
1042,60,RL,,9130,Pave,,Reg,Lvl,AllPub,173000
1043,120,RL,34.0,5381,Pave,,IR1,Lvl,AllPub,196000
1044,60,RL,86.0,11839,Pave,,Reg,Lvl,AllPub,262280
1045,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,278000
1046,20,RL,,13680,Pave,,IR1,Lvl,AllPub,139600
1047,60,RL,85.0,16056,Pave,,IR1,Lvl,AllPub,556581
1048,20,RL,57.0,9245,Pave,,IR2,Lvl,AllPub,145000
1049,20,RL,100.0,21750,Pave,,Reg,Lvl,AllPub,115000
1050,20,RL,60.0,11100,Pave,,Reg,Low,AllPub,84900
1051,20,RL,73.0,8993,Pave,,IR1,Lvl,AllPub,176485
1052,20,RL,103.0,11175,Pave,,IR1,Lvl,AllPub,200141
1053,60,RL,100.0,9500,Pave,,Reg,Lvl,AllPub,165000
1054,20,RL,68.0,8562,Pave,,Reg,Lvl,AllPub,144500
1055,60,RL,90.0,11367,Pave,,Reg,Lvl,AllPub,255000
1056,20,RL,104.0,11361,Pave,,Reg,Lvl,AllPub,180000
1057,120,RL,43.0,7052,Pave,,IR1,Lvl,AllPub,185850
1058,60,RL,,29959,Pave,,IR2,Lvl,AllPub,248000
1059,60,RL,96.0,11308,Pave,,IR1,Lvl,AllPub,335000
1060,50,RL,,11275,Pave,,IR1,HLS,AllPub,220000
1061,120,RL,41.0,4920,Pave,,Reg,Lvl,AllPub,213500
1062,30,C (all),120.0,18000,Grvl,,Reg,Low,AllPub,81000
1063,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,90000
1064,30,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,110500
1065,20,RL,,11000,Pave,,IR1,Lvl,AllPub,154000
1066,60,RL,80.0,14000,Pave,,Reg,Lvl,AllPub,328000
1067,60,RL,59.0,7837,Pave,,IR1,Lvl,AllPub,178000
1068,60,RL,80.0,9760,Pave,,Reg,Lvl,AllPub,167900
1069,160,RM,42.0,3964,Pave,,Reg,Lvl,AllPub,151400
1070,45,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,135000
1071,20,RL,72.0,10152,Pave,,Reg,Lvl,AllPub,135000
1072,60,RL,78.0,11700,Pave,,Reg,Lvl,AllPub,154000
1073,50,RL,50.0,7585,Pave,,Reg,Lvl,AllPub,91500
1074,60,RL,75.0,7950,Pave,,IR1,Bnk,AllPub,159500
1075,20,RL,74.0,8556,Pave,,Reg,Lvl,AllPub,194000
1076,70,RL,75.0,13125,Pave,,Reg,Lvl,AllPub,219500
1077,50,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,170000
1078,20,RL,,15870,Pave,,IR1,Lvl,AllPub,138800
1079,120,RM,37.0,4435,Pave,,Reg,Lvl,AllPub,155900
1080,20,RL,65.0,8775,Pave,,Reg,Lvl,AllPub,126000
1081,20,RL,80.0,11040,Pave,,Reg,Lvl,AllPub,145000
1082,20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,133000
1083,20,RL,70.0,8749,Pave,,Reg,Lvl,AllPub,192000
1084,20,RL,80.0,8800,Pave,,Reg,Lvl,AllPub,160000
1085,60,RL,,13031,Pave,,IR2,Lvl,AllPub,187500
1086,85,RL,73.0,9069,Pave,,Reg,Lvl,AllPub,147000
1087,160,RM,,1974,Pave,,Reg,Lvl,AllPub,83500
1088,60,FV,85.0,10574,Pave,,Reg,Lvl,AllPub,252000
1089,160,RM,24.0,2522,Pave,,Reg,Lvl,AllPub,137500
1090,120,FV,37.0,3316,Pave,Pave,IR1,Lvl,AllPub,197000
1091,90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,92900
1092,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,160000
1093,50,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,136500
1094,20,RL,71.0,9230,Pave,,Reg,Lvl,AllPub,146000
1095,20,RL,74.0,5868,Pave,,Reg,Lvl,AllPub,129000
1096,20,RL,78.0,9317,Pave,,IR1,Lvl,AllPub,176432
1097,70,RM,60.0,6882,Pave,,Reg,Lvl,AllPub,127000
1098,120,RL,,3696,Pave,,Reg,Lvl,AllPub,170000
1099,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,128000
1100,20,RL,82.0,11880,Pave,,IR1,Lvl,AllPub,157000
1101,30,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,60000
1102,20,RL,61.0,9758,Pave,,IR1,Lvl,AllPub,119500
1103,20,RL,70.0,7000,Pave,,Reg,Lvl,AllPub,135000
1104,20,RL,79.0,8910,Pave,,Reg,Lvl,AllPub,159500
1105,160,RM,24.0,2016,Pave,,Reg,Lvl,AllPub,106000
1106,60,RL,98.0,12256,Pave,,IR1,Lvl,AllPub,325000
1107,20,RL,114.0,10357,Pave,,IR1,Lvl,AllPub,179900
1108,60,RL,168.0,23257,Pave,,IR3,HLS,AllPub,274725
1109,60,RL,,8063,Pave,,Reg,Lvl,AllPub,181000
1110,20,RL,107.0,11362,Pave,,IR1,Lvl,AllPub,280000
1111,60,RL,,8000,Pave,,Reg,Lvl,AllPub,188000
1112,60,RL,80.0,10480,Pave,,Reg,Lvl,AllPub,205000
1113,20,RL,73.0,7100,Pave,,IR1,Lvl,AllPub,129900
1114,20,RL,66.0,8923,Pave,,Reg,Lvl,AllPub,134500
1115,20,RL,90.0,5400,Pave,,Reg,Lvl,AllPub,117000
1116,20,RL,93.0,12085,Pave,,Reg,Lvl,AllPub,318000
1117,80,RL,,7750,Pave,,Reg,Lvl,AllPub,184100
1118,20,RL,57.0,9764,Pave,,IR1,Lvl,AllPub,130000
1119,80,RL,85.0,13825,Pave,,Reg,Lvl,AllPub,140000
1120,20,RL,70.0,7560,Pave,,Reg,Lvl,AllPub,133700
1121,30,RM,59.0,8263,Pave,,Reg,Bnk,AllPub,118400
1122,20,RL,84.0,10084,Pave,,Reg,Lvl,AllPub,212900
1123,20,RL,,8926,Pave,,IR1,Lvl,AllPub,112000
1124,20,RL,50.0,9405,Pave,,Reg,Lvl,AllPub,118000
1125,80,RL,,9125,Pave,,IR1,Lvl,AllPub,163900
1126,20,RL,60.0,10434,Pave,,Reg,Lvl,AllPub,115000
1127,120,RL,53.0,3684,Pave,,Reg,Lvl,AllPub,174000
1128,20,RL,182.0,14572,Pave,,IR3,Lvl,AllPub,259000
1129,60,RL,59.0,11796,Pave,,IR1,Lvl,AllPub,215000
1130,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,140000
1131,50,RL,65.0,7804,Pave,,Reg,Lvl,AllPub,135000
1132,20,RL,63.0,10712,Pave,,Reg,Lvl,AllPub,93500
1133,70,RM,90.0,9900,Pave,,Reg,Lvl,AllPub,117500
1134,60,RL,80.0,9828,Pave,,IR1,Lvl,AllPub,239500
1135,60,RL,57.0,8773,Pave,,IR1,HLS,AllPub,169000
1136,30,RM,60.0,6180,Pave,,Reg,Lvl,AllPub,102000
1137,50,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,119000
1138,50,RL,54.0,6342,Pave,,Reg,Lvl,AllPub,94000
1139,20,RL,,9819,Pave,,IR1,Lvl,AllPub,196000
1140,30,RL,98.0,8731,Pave,,IR1,Lvl,AllPub,144000
1141,20,RL,60.0,7350,Pave,,Reg,Lvl,AllPub,139000
1142,60,RL,,10304,Pave,,IR1,Lvl,AllPub,197500
1143,60,RL,77.0,9965,Pave,,Reg,Lvl,AllPub,424870
1144,20,RL,,9000,Pave,,Reg,Lvl,AllPub,80000
1145,190,RL,60.0,12180,Pave,,Reg,Lvl,AllPub,80000
1146,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,149000
1147,20,RL,,11200,Pave,,Reg,Lvl,AllPub,180000
1148,70,RL,75.0,12000,Pave,,Reg,Bnk,AllPub,174500
1149,50,RM,,5700,Pave,,Reg,Lvl,AllPub,116900
1150,70,RM,50.0,9000,Pave,,Reg,Lvl,AllPub,143000
1151,20,RL,57.0,8280,Pave,,IR1,Lvl,AllPub,124000
1152,20,RL,134.0,17755,Pave,,Reg,Lvl,AllPub,149900
1153,20,RL,90.0,14115,Pave,,IR1,Lvl,AllPub,230000
1154,30,RM,,5890,Pave,,Reg,Lvl,AllPub,120500
1155,60,RL,,13700,Pave,,IR1,Lvl,AllPub,201800
1156,20,RL,90.0,10768,Pave,,IR1,Lvl,AllPub,218000
1157,80,RL,85.0,9350,Pave,,Reg,Lvl,AllPub,179900
1158,120,RL,34.0,5001,Pave,,IR1,Lvl,AllPub,230000
1159,20,RL,92.0,11932,Pave,,Reg,Lvl,AllPub,235128
1160,60,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,185000
1161,160,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,146000
1162,20,RL,,14778,Pave,,IR1,Low,AllPub,224000
1163,20,RL,109.0,8724,Pave,,Reg,Lvl,AllPub,129000
1164,90,RL,60.0,12900,Pave,,Reg,Lvl,AllPub,108959
1165,80,RL,,16157,Pave,,IR1,Lvl,AllPub,194000
1166,20,RL,79.0,9541,Pave,,IR1,Lvl,AllPub,233170
1167,20,RL,64.0,10475,Pave,,IR1,Lvl,AllPub,245350
